OrderId,GuestId,ProdcutID,OrderDate,CurrentStatus,DeliveredFlag,ShippingAddress,TrackingNumber
O300242,G061,P015,2025-05-04,Delivered,Y,"Flat 192, Anna Salai, Delhi, Delhi",TRK300242
O300243,G061,P027,2025-07-16,Cancelled,N,"House 206, Connaught Place, Jaipur, Rajasthan",TRK300243
O300244,G061,P049,2025-11-27,Delivered,Y,"Apt 135, Aundh ITI Road, Noida, Uttar Pradesh",TRK300244
O300245,G062,P034,2025-01-05,Cancelled,N,"House 29, MG Road, Mumbai, Maharashtra",TRK300245
O300246,G062,P054,2025-06-01,Processing,N,"House 138, Marine Drive, Hyderabad, Telangana",TRK300246
O300247,G062,P011,2026-05-24,Delivered,Y,"Flat 30, Connaught Place, Ahmedabad, Gujarat",TRK300247
O300248,G062,P046,2025-05-15,Processing,N,"House 115, MG Road, Mumbai, Maharashtra",TRK300248
O300249,G063,P030,2025-06-09,Delivered,Y,"Flat 145, MG Road, Kochi, Kerala",TRK300249
O300250,G063,P036,2025-11-19,Shipped,N,"House 6, FC Road, Chennai, Tamil Nadu",TRK300250
O300251,G063,P017,2024-01-04,Returned,N,"Apt 149, Indiranagar 12th Main, Lucknow, Uttar Pradesh",TRK300251
O300252,G063,P003,2024-12-18,Shipped,N,"Apt 139, MG Road, Lucknow, Uttar Pradesh",TRK300252
O300253,G064,P060,2025-04-28,Delivered,Y,"Flat 105, Marine Drive, Bengaluru, Karnataka",TRK300253
O300254,G064,P050,2026-02-23,Delivered,Y,"House 166, FC Road, Kolkata, West Bengal",TRK300254
O300255,G064,P024,2025-04-04,Shipped,N,"Flat 21, Marine Drive, Kochi, Kerala",TRK300255
O300256,G064,P042,2024-12-22,Returned,N,"Apt 138, FC Road, Mumbai, Maharashtra",TRK300256
O300257,G065,P034,2026-01-15,Delivered,Y,"Apt 194, MG Road, Hyderabad, Telangana",TRK300257
O300258,G065,P020,2025-11-20,Shipped,N,"House 109, FC Road, Lucknow, Uttar Pradesh",TRK300258
O300259,G065,P053,2024-09-10,Delivered,Y,"Flat 40, Banjara Hills Rd 12, Jaipur, Rajasthan",TRK300259
O300260,G065,P013,2026-02-22,Cancelled,N,"Apt 208, FC Road, Mumbai, Maharashtra",TRK300260
O300261,G066,P040,2026-06-23,Returned,N,"Apt 53, Indiranagar 12th Main, Bengaluru, Karnataka",TRK300261
O300262,G066,P007,2024-02-04,Processing,N,"House 173, MG Road, Jaipur, Rajasthan",TRK300262
O300263,G066,P016,2024-02-15,Cancelled,N,"Flat 60, Connaught Place, Kochi, Kerala",TRK300263
O300264,G066,P049,2026-03-05,Returned,N,"Apt 129, Banjara Hills Rd 12, Bengaluru, Karnataka",TRK300264
O300265,G067,P015,2026-01-19,Returned,N,"Flat 148, Anna Salai, Noida, Uttar Pradesh",TRK300265
O300266,G067,P016,2026-06-16,Delivered,Y,"House 134, Connaught Place, Delhi, Delhi",TRK300266
O300267,G067,P027,2024-10-08,Delivered,Y,"House 243, Marine Drive, Bengaluru, Karnataka",TRK300267
O300268,G067,P041,2025-03-13,Cancelled,N,"Flat 13, Anna Salai, Ahmedabad, Gujarat",TRK300268
O300269,G068,P042,2025-01-25,Cancelled,N,"Flat 179, FC Road, Ahmedabad, Gujarat",TRK300269
O300270,G068,P027,2024-11-03,Delivered,Y,"Apt 194, Aundh ITI Road, Kochi, Kerala",TRK300270
O300271,G068,P016,2024-08-18,Returned,N,"House 37, Aundh ITI Road, Chennai, Tamil Nadu",TRK300271
O300272,G068,P059,2025-07-29,Delivered,Y,"Flat 143, Marine Drive, Kochi, Kerala",TRK300272
O300273,G069,P025,2024-09-18,Delivered,Y,"Flat 166, Indiranagar 12th Main, Hyderabad, Telangana",TRK300273
O300274,G069,P060,2026-05-17,Shipped,N,"Apt 138, Connaught Place, Pune, Maharashtra",TRK300274
O300275,G069,P004,2025-01-21,Delivered,Y,"House 155, MG Road, Kolkata, West Bengal",TRK300275
O300276,G069,P056,2024-07-11,Delivered,Y,"House 172, Connaught Place, Noida, Uttar Pradesh",TRK300276
O300277,G070,P031,2026-06-09,Delivered,Y,"Flat 245, MG Road, Pune, Maharashtra",TRK300277
O300278,G070,P014,2026-01-29,Delivered,Y,"House 194, Aundh ITI Road, Mumbai, Maharashtra",TRK300278
O300279,G070,P059,2025-12-13,Delivered,Y,"House 53, FC Road, Noida, Uttar Pradesh",TRK300279
O300280,G070,P059,2025-07-19,Delivered,Y,"Flat 98, Aundh ITI Road, Pune, Maharashtra",TRK300280
O300281,G071,P035,2025-01-02,Cancelled,N,"Flat 93, Aundh ITI Road, Chennai, Tamil Nadu",TRK300281
O300282,G071,P030,2026-04-02,Delivered,Y,"Flat 195, Anna Salai, Lucknow, Uttar Pradesh",TRK300282
O300283,G071,P059,2025-01-14,Delivered,Y,"Flat 12, Connaught Place, Pune, Maharashtra",TRK300283
O300284,G071,P048,2024-01-17,Delivered,Y,"House 240, FC Road, Chennai, Tamil Nadu",TRK300284
O300285,G072,P019,2024-07-19,Delivered,Y,"Apt 98, Connaught Place, Pune, Maharashtra",TRK300285
O300286,G072,P032,2025-11-01,Processing,N,"Flat 66, Aundh ITI Road, Kolkata, West Bengal",TRK300286
O300287,G072,P047,2026-01-27,Cancelled,N,"Flat 44, Anna Salai, Jaipur, Rajasthan",TRK300287
O300288,G072,P011,2026-01-07,Delivered,Y,"Flat 48, MG Road, Ahmedabad, Gujarat",TRK300288
O300289,G073,P034,2026-05-09,Delivered,Y,"House 13, MG Road, Mumbai, Maharashtra",TRK300289
O300290,G073,P027,2026-05-12,Delivered,Y,"Apt 18, Marine Drive, Kolkata, West Bengal",TRK300290
O300291,G073,P001,2025-06-01,Delivered,Y,"Flat 16, Aundh ITI Road, Jaipur, Rajasthan",TRK300291
O300292,G073,P043,2024-01-17,Shipped,N,"House 142, FC Road, Bengaluru, Karnataka",TRK300292
O300293,G074,P001,2025-06-26,Delivered,Y,"Flat 138, Banjara Hills Rd 12, Lucknow, Uttar Pradesh",TRK300293
O300294,G074,P002,2026-04-12,Processing,N,"House 111, Marine Drive, Lucknow, Uttar Pradesh",TRK300294
O300295,G074,P007,2025-06-20,Delivered,Y,"Apt 50, Banjara Hills Rd 12, Delhi, Delhi",TRK300295
O300296,G074,P053,2024-09-30,Delivered,Y,"Apt 96, FC Road, Kochi, Kerala",TRK300296
O300297,G075,P030,2024-09-06,Processing,N,"Apt 77, Indiranagar 12th Main, Lucknow, Uttar Pradesh",TRK300297
O300298,G075,P042,2025-10-27,Returned,N,"Apt 104, FC Road, Bengaluru, Karnataka",TRK300298
O300299,G075,P025,2025-05-02,Processing,N,"House 3, Marine Drive, Bengaluru, Karnataka",TRK300299
O300300,G075,P006,2026-05-15,Shipped,N,"House 201, Anna Salai, Kochi, Kerala",TRK300300
O300301,G076,P037,2024-04-07,Returned,N,"Apt 59, Connaught Place, Ahmedabad, Gujarat",TRK300301
O300302,G076,P058,2025-12-09,Returned,N,"Flat 70, MG Road, Noida, Uttar Pradesh",TRK300302
O300303,G076,P060,2025-12-01,Delivered,Y,"House 145, MG Road, Chennai, Tamil Nadu",TRK300303
O300304,G076,P012,2024-11-18,Returned,N,"Apt 151, Marine Drive, Bengaluru, Karnataka",TRK300304
O300305,G077,P049,2025-12-30,Returned,N,"Apt 77, Marine Drive, Kochi, Kerala",TRK300305
O300306,G077,P037,2025-08-03,Delivered,Y,"House 230, Anna Salai, Kochi, Kerala",TRK300306
O300307,G077,P025,2026-01-27,Returned,N,"House 186, Indiranagar 12th Main, Delhi, Delhi",TRK300307
O300308,G077,P033,2024-12-20,Cancelled,N,"Apt 112, Connaught Place, Bengaluru, Karnataka",TRK300308
O300309,G078,P054,2024-12-14,Delivered,Y,"House 245, FC Road, Noida, Uttar Pradesh",TRK300309
O300310,G078,P050,2024-01-31,Delivered,Y,"Flat 201, Aundh ITI Road, Kolkata, West Bengal",TRK300310
O300311,G078,P032,2024-12-30,Delivered,Y,"Flat 111, Marine Drive, Ahmedabad, Gujarat",TRK300311
O300312,G078,P044,2025-11-07,Processing,N,"Apt 198, Banjara Hills Rd 12, Kochi, Kerala",TRK300312
O300313,G079,P052,2025-12-31,Delivered,Y,"Apt 69, Marine Drive, Mumbai, Maharashtra",TRK300313
O300314,G079,P025,2026-03-13,Cancelled,N,"Apt 190, FC Road, Kolkata, West Bengal",TRK300314
O300315,G079,P021,2024-04-19,Delivered,Y,"Apt 242, Banjara Hills Rd 12, Mumbai, Maharashtra",TRK300315
O300316,G079,P029,2026-02-18,Delivered,Y,"Apt 34, Indiranagar 12th Main, Chennai, Tamil Nadu",TRK300316
O300317,G080,P012,2025-04-04,Shipped,N,"House 132, FC Road, Ahmedabad, Gujarat",TRK300317
O300318,G080,P007,2024-04-01,Delivered,Y,"House 24, Anna Salai, Pune, Maharashtra",TRK300318
O300319,G080,P056,2024-01-13,Shipped,N,"Flat 100, Indiranagar 12th Main, Chennai, Tamil Nadu",TRK300319
O300320,G080,P047,2024-09-05,Processing,N,"House 44, FC Road, Noida, Uttar Pradesh",TRK300320
O300321,G081,P011,2024-10-02,Delivered,Y,"Flat 127, Marine Drive, Chennai, Tamil Nadu",TRK300321
O300322,G081,P005,2025-03-21,Delivered,Y,"Flat 77, Aundh ITI Road, Chennai, Tamil Nadu",TRK300322
O300323,G081,P051,2025-01-04,Delivered,Y,"Apt 185, Aundh ITI Road, Chennai, Tamil Nadu",TRK300323
O300324,G082,P039,2024-07-19,Processing,N,"Apt 35, Banjara Hills Rd 12, Jaipur, Rajasthan",TRK300324
O300325,G082,P001,2024-12-06,Shipped,N,"Flat 206, Anna Salai, Noida, Uttar Pradesh",TRK300325
O300326,G082,P029,2025-03-16,Delivered,Y,"House 35, Banjara Hills Rd 12, Kolkata, West Bengal",TRK300326
O300327,G083,P021,2025-12-12,Processing,N,"Flat 81, Marine Drive, Hyderabad, Telangana",TRK300327
O300328,G083,P026,2024-10-25,Delivered,Y,"House 163, Aundh ITI Road, Lucknow, Uttar Pradesh",TRK300328
O300329,G083,P037,2024-09-05,Returned,N,"Flat 72, FC Road, Pune, Maharashtra",TRK300329
O300330,G084,P024,2025-07-31,Delivered,Y,"House 140, Marine Drive, Hyderabad, Telangana",TRK300330
O300331,G084,P044,2025-07-17,Returned,N,"House 119, Connaught Place, Bengaluru, Karnataka",TRK300331
O300332,G084,P029,2024-10-25,Returned,N,"Apt 210, FC Road, Lucknow, Uttar Pradesh",TRK300332
O300333,G085,P044,2024-05-22,Shipped,N,"Flat 62, Banjara Hills Rd 12, Kolkata, West Bengal",TRK300333
O300334,G085,P043,2026-01-02,Delivered,Y,"Flat 19, Aundh ITI Road, Kochi, Kerala",TRK300334
O300335,G085,P039,2025-08-19,Shipped,N,"House 130, FC Road, Kochi, Kerala",TRK300335
O300336,G086,P035,2026-03-20,Delivered,Y,"House 230, Indiranagar 12th Main, Pune, Maharashtra",TRK300336
O300337,G086,P007,2024-09-11,Returned,N,"House 91, Marine Drive, Kolkata, West Bengal",TRK300337
O300338,G086,P042,2024-02-15,Processing,N,"House 174, FC Road, Noida, Uttar Pradesh",TRK300338
O300339,G087,P049,2026-03-26,Delivered,Y,"Apt 3, Indiranagar 12th Main, Kochi, Kerala",TRK300339
O300340,G087,P017,2025-06-06,Delivered,Y,"House 143, Connaught Place, Lucknow, Uttar Pradesh",TRK300340
O300341,G087,P029,2025-02-04,Delivered,Y,"House 151, Marine Drive, Jaipur, Rajasthan",TRK300341
O300342,G088,P023,2025-05-09,Delivered,Y,"Flat 107, Indiranagar 12th Main, Mumbai, Maharashtra",TRK300342
O300343,G088,P008,2026-01-17,Returned,N,"Flat 80, Anna Salai, Delhi, Delhi",TRK300343
O300344,G088,P030,2024-07-30,Returned,N,"Flat 90, Aundh ITI Road, Ahmedabad, Gujarat",TRK300344
O300345,G089,P007,2026-01-09,Shipped,N,"Flat 82, Indiranagar 12th Main, Lucknow, Uttar Pradesh",TRK300345
O300346,G089,P020,2026-04-09,Delivered,Y,"Apt 6, Anna Salai, Lucknow, Uttar Pradesh",TRK300346
O300347,G089,P042,2025-11-24,Delivered,Y,"House 63, Marine Drive, Delhi, Delhi",TRK300347
O300348,G090,P036,2024-12-04,Delivered,Y,"Flat 246, Aundh ITI Road, Ahmedabad, Gujarat",TRK300348
O300349,G090,P015,2025-02-18,Returned,N,"Apt 48, FC Road, Kolkata, West Bengal",TRK300349
O300350,G090,P026,2026-01-25,Delivered,Y,"Apt 116, FC Road, Noida, Uttar Pradesh",TRK300350
O300351,G091,P025,2025-12-22,Delivered,Y,"Apt 72, Indiranagar 12th Main, Hyderabad, Telangana",TRK300351
O300352,G091,P037,2026-03-29,Delivered,Y,"Apt 94, Anna Salai, Ahmedabad, Gujarat",TRK300352
O300353,G091,P013,2024-04-26,Shipped,N,"House 221, Aundh ITI Road, Chennai, Tamil Nadu",TRK300353
O300354,G092,P034,2024-11-16,Cancelled,N,"Flat 157, FC Road, Noida, Uttar Pradesh",TRK300354
O300355,G092,P038,2024-12-22,Delivered,Y,"Flat 159, Marine Drive, Pune, Maharashtra",TRK300355
O300356,G092,P053,2025-12-23,Cancelled,N,"House 152, Indiranagar 12th Main, Chennai, Tamil Nadu",TRK300356
O300357,G093,P044,2024-11-16,Delivered,Y,"Apt 79, Indiranagar 12th Main, Mumbai, Maharashtra",TRK300357
O300358,G093,P012,2025-12-11,Delivered,Y,"House 100, FC Road, Delhi, Delhi",TRK300358
O300359,G093,P039,2025-08-11,Delivered,Y,"Flat 48, Aundh ITI Road, Kochi, Kerala",TRK300359
O300360,G094,P041,2025-12-11,Processing,N,"Apt 143, Marine Drive, Kolkata, West Bengal",TRK300360
O300361,G094,P032,2024-05-23,Delivered,Y,"Flat 216, Aundh ITI Road, Delhi, Delhi",TRK300361
O300362,G094,P040,2026-06-05,Delivered,Y,"Apt 125, Marine Drive, Pune, Maharashtra",TRK300362
O300363,G095,P013,2025-01-28,Returned,N,"House 168, Aundh ITI Road, Ahmedabad, Gujarat",TRK300363
O300364,G095,P027,2025-05-18,Cancelled,N,"House 216, Aundh ITI Road, Kochi, Kerala",TRK300364
O300365,G095,P032,2024-03-25,Delivered,Y,"Apt 204, Connaught Place, Noida, Uttar Pradesh",TRK300365
O300366,G096,P019,2024-10-08,Delivered,Y,"House 74, Marine Drive, Hyderabad, Telangana",TRK300366
O300367,G096,P050,2025-08-02,Shipped,N,"Flat 141, Indiranagar 12th Main, Lucknow, Uttar Pradesh",TRK300367
O300368,G096,P037,2024-10-01,Delivered,Y,"Flat 139, MG Road, Ahmedabad, Gujarat",TRK300368
O300369,G097,P049,2025-03-27,Cancelled,N,"Apt 109, Indiranagar 12th Main, Ahmedabad, Gujarat",TRK300369
O300370,G097,P048,2025-10-31,Returned,N,"Flat 224, MG Road, Hyderabad, Telangana",TRK300370
O300371,G097,P029,2024-12-22,Delivered,Y,"Flat 222, Indiranagar 12th Main, Mumbai, Maharashtra",TRK300371
O300372,G098,P050,2024-08-30,Returned,N,"House 151, Anna Salai, Hyderabad, Telangana",TRK300372
O300373,G098,P056,2025-09-16,Cancelled,N,"Flat 43, Marine Drive, Kolkata, West Bengal",TRK300373
O300374,G098,P051,2026-04-13,Delivered,Y,"Apt 146, Anna Salai, Hyderabad, Telangana",TRK300374
O300375,G099,P035,2025-09-03,Delivered,Y,"Apt 83, Banjara Hills Rd 12, Ahmedabad, Gujarat",TRK300375
O300376,G099,P019,2024-09-30,Processing,N,"House 209, Indiranagar 12th Main, Ahmedabad, Gujarat",TRK300376
O300377,G099,P009,2026-03-15,Returned,N,"Apt 71, Marine Drive, Kochi, Kerala",TRK300377
O300378,G100,P045,2024-05-15,Returned,N,"Apt 183, Anna Salai, Hyderabad, Telangana",TRK300378
O300379,G100,P054,2026-02-18,Delivered,Y,"Flat 126, Marine Drive, Kolkata, West Bengal",TRK300379
O300380,G100,P037,2024-10-02,Cancelled,N,"Flat 97, Aundh ITI Road, Kolkata, West Bengal",TRK300380
O300381,G010,P041,2026-06-20,Returned,N,"Flat 132, Banjara Hills Rd 12, Mumbai, Maharashtra",TRK300381
O300382,G089,P060,2025-04-10,Delivered,Y,"Flat 149, MG Road, Jaipur, Rajasthan",TRK300382
O300383,G100,P055,2024-04-05,Cancelled,N,"Flat 163, Anna Salai, Lucknow, Uttar Pradesh",TRK300383
O300384,G009,P051,2025-02-11,Processing,N,"Flat 212, Connaught Place, Hyderabad, Telangana",TRK300384
O300385,G064,P018,2026-04-28,Delivered,Y,"Flat 141, Marine Drive, Chennai, Tamil Nadu",TRK300385
O300386,G073,P055,2026-03-18,Shipped,N,"House 196, MG Road, Pune, Maharashtra",TRK300386
O300387,G006,P007,2026-03-13,Cancelled,N,"Apt 32, Marine Drive, Jaipur, Rajasthan",TRK300387
O300388,G057,P030,2025-03-14,Delivered,Y,"House 233, Marine Drive, Hyderabad, Telangana",TRK300388
O300389,G084,P020,2026-06-14,Delivered,Y,"Apt 168, Anna Salai, Chennai, Tamil Nadu",TRK300389
O300390,G033,P006,2025-11-11,Delivered,Y,"Apt 14, FC Road, Kolkata, West Bengal",TRK300390
O300391,G081,P020,2025-12-17,Cancelled,N,"Flat 168, Indiranagar 12th Main, Hyderabad, Telangana",TRK300391
O300392,G091,P007,2024-08-06,Delivered,Y,"Apt 34, Connaught Place, Jaipur, Rajasthan",TRK300392
O300393,G067,P044,2024-01-10,Shipped,N,"House 88, Indiranagar 12th Main, Bengaluru, Karnataka",TRK300393
O300394,G055,P045,2025-05-04,Delivered,Y,"Apt 99, Indiranagar 12th Main, Mumbai, Maharashtra",TRK300394
O300395,G094,P052,2024-04-15,Delivered,Y,"Flat 226, Banjara Hills Rd 12, Pune, Maharashtra",TRK300395
O300396,G018,P025,2026-04-12,Returned,N,"House 174, Marine Drive, Delhi, Delhi",TRK300396
O300397,G009,P034,2024-01-09,Processing,N,"House 43, Aundh ITI Road, Noida, Uttar Pradesh",TRK300397
O300398,G045,P047,2025-10-05,Delivered,Y,"Apt 236, FC Road, Lucknow, Uttar Pradesh",TRK300398
O300399,G079,P044,2026-05-30,Shipped,N,"Apt 230, Indiranagar 12th Main, Hyderabad, Telangana",TRK300399
O300400,G018,P049,2025-08-26,Delivered,Y,"Flat 90, FC Road, Lucknow, Uttar Pradesh",TRK300400
